timestamp,sender,receiver,amount,sender_balance,is_fraud
2024-11-06 18:19:59,4000009617834059,4000008913407628,19605,40683,0
2024-11-06 18:19:59,4000004280571963,4000003689150270,4370,140830,0
2024-11-06 18:19:59,4000005136298479,4000001284675394,2192,32182,0
2024-11-06 18:19:59,4000009026413578,4000004158320675,12750,90383,0
2024-11-06 18:19:59,4000007952410386,4000009062183747,3034,38962,0
2024-11-06 18:19:59,4000007309416250,4000002987351465,8801,168407,0
2024-11-06 18:19:59,4000000246589719,4000008965413029,3730,80098,0
2024-11-06 18:19:59,4000000768235949,4000005976341025,114,17837,0
2024-11-06 18:19:59,4000008301276544,4000004351680297,17520,41989,0
2024-11-06 18:19:59,4000008053497215,4000009735618244,16461,52578,0
2024-11-06 18:19:59,4000006380912542,4000007042816592,4498,32226,0
2024-11-06 18:19:59,4000003819647203,4000008179245308,12485,36639,0
2024-11-06 18:19:59,4000003016297489,4000000836475915,12463,46591,0
2024-11-06 18:19:59,4000000214689574,4000008760159249,2915,70078,0
2024-11-06 18:19:59,4000003817495068,4000003586729416,12618,71004,0
2024-11-06 18:19:59,4000005249016388,4000001352968044,9211,9384,0
2024-11-06 18:19:59,4000007541092836,4000000214689574,1347,47818,0
2024-11-06 18:19:59,4000001948563275,4000000835712961,13192,100198,0
2024-11-06 18:19:59,4000001279364806,4000007023681957,2915,96264,0
2024-11-06 18:19:59,4000008759132041,4000003124589702,19205,98210,0
2024-11-06 18:19:59,4000004976813257,4000007095134281,13268,182530,0
2024-11-06 18:19:59,4000009548630212,4000009735284609,5719,65280,0
2024-11-06 18:19:59,4000002874605395,4000000659382719,19923,129348,0
2024-11-06 18:19:59,4000007513692043,4000003054729617,10757,98951,0
2024-11-06 18:19:59,4000009753061285,4000001249657081,6684,45689,0
2024-11-06 18:19:59,4000002781045933,4000002640187959,10174,96329,0
2024-11-06 18:19:59,4000004786351027,4000006205317489,2059,19985,0
2024-11-06 18:19:59,4000005068791244,4000005874120935,115,58371,0
2024-11-06 18:19:59,4000008907651231,4000002389570142,2573,86239,0
2024-11-06 18:19:59,4000000834975122,4000003761954284,14891,20122,0
2024-11-06 18:19:59,4000004675103984,4000002856094378,2081,33688,0
2024-11-06 18:19:59,4000004905172684,4000008731695040,10231,76995,0
2024-11-06 18:19:59,4000003106254986,4000007284530919,6768,61613,0
2024-11-06 18:19:59,4000000953846716,4000001495308728,19764,32368,0
2024-11-06 18:19:59,4000002680195474,4000000165498371,7366,25830,0
2024-11-06 18:19:59,4000005468301925,4000006185290748,17994,39692,0
2024-11-06 18:19:59,4000006305918475,4000001475289302,11793,63978,0
2024-11-06 18:19:59,4000004916278504,4000006538401976,10356,53831,0
2024-11-06 18:19:59,4000007058326411,4000002615073986,14564,24335,0
2024-11-06 18:19:59,4000003785492618,4000004267189359,707,8975,0
2024-11-06 18:19:59,4000005173426983,4000008509247164,1338,16096,0
2024-11-06 18:19:59,4000004806597310,4000005703281692,6507,90153,0
2024-11-06 18:19:59,4000007581432066,4000007921043680,8001,59058,0
2024-11-06 18:19:59,4000004793506829,4000005716308243,9271,49037,0
2024-11-06 18:19:59,4000009402183571,4000004860152739,4437,8948,0
2024-11-06 18:19:59,4000004528306792,4000002895130670,14727,92765,0
2024-11-06 18:19:59,4000002409681374,4000009240586712,565,121816,0
2024-11-06 18:19:59,4000009530487167,4000005960482710,9235,91610,0
2024-11-06 18:19:59,4000003726805498,4000006158743020,17685,240857,0
2024-11-06 18:19:59,4000009827106538,4000007682149304,4606,68911,0
2024-11-06 18:19:59,4000004503912762,4000007305284199,2593,34249,0
2024-11-06 18:19:59,4000002031864596,4000002459801674,1137,21803,0
2024-11-06 18:19:59,4000000917458624,4000006751432906,19505,201805,0
2024-11-06 18:19:59,4000002031769548,4000005462981037,15682,65878,0
2024-11-06 18:19:59,4000006710842591,4000009467180322,9245,30361,0
2024-11-06 18:19:59,4000000927613457,4000002598164034,16338,77822,0
2024-11-06 18:19:59,4000009750486311,4000000495683726,526,8137,0
2024-11-06 18:19:59,4000006875320417,4000001475260980,17611,27951,0
2024-11-06 18:19:59,4000009386270451,4000008634015791,16494,17320,0
2024-11-06 18:19:59,4000000921356871,4000000452867312,245,92353,0
2024-11-06 18:19:59,4000000541623973,4000000594837165,12383,59576,0
2024-11-06 18:19:59,4000005147863923,4000001796302586,4379,70375,0
2024-11-06 18:20:00,4000007360542986,4000004760895320,22971,95014,1
2024-11-06 18:20:00,4000004806935270,4000002604798510,17986,27753,0
2024-11-06 18:20:00,4000009740651289,4000002153760986,3375,85760,0
2024-11-06 18:20:00,4000007580921465,4000007391256085,13150,80090,0
2024-11-06 18:20:00,4000009465180373,4000009270854139,2884,71633,0
2024-11-06 18:20:00,4000009810573249,4000009018653421,9742,19441,0
2024-11-06 18:20:00,4000000925168470,4000004398205678,15340,153715,0
2024-11-06 18:20:00,4000008362401593,4000001059824367,9550,76270,0
2024-11-06 18:20:00,4000008395027142,4000004285163972,12516,61892,0
2024-11-06 18:20:00,4000004139608529,4000003704516984,13993,35682,0
2024-11-06 18:20:00,4000008794312509,4000005376182045,17551,57118,0
2024-11-06 18:20:00,4000008609542175,4000004860395122,7097,64508,0
2024-11-06 18:20:00,4000009482760314,4000004689217507,15565,112383,0
2024-11-06 18:20:00,4000003257406187,4000004051738296,19728,49290,0
2024-11-06 18:20:00,4000003691840728,4000008275634199,17437,129147,0
2024-11-06 18:20:00,4000007463081296,4000007135208962,2845,47461,0
2024-11-06 18:20:00,4000009428670536,4000006309851425,3497,16735,0
2024-11-06 18:20:00,4000000756243186,4000005069138429,19258,76510,0
2024-11-06 18:20:00,4000004085371627,4000001538472069,8455,19362,0
2024-11-06 18:20:00,4000009478062352,4000007632894157,3430,58978,0
2024-11-06 18:20:00,4000004158320675,4000005710892432,16195,35077,0
2024-11-06 18:20:00,4000004315278691,4000006209431757,19080,38960,0
2024-11-06 18:20:00,4000000695287310,4000007059281342,6102,131347,0
2024-11-06 18:20:00,4000007084325197,4000005704389619,3685,47254,0
2024-11-06 18:20:00,4000007240581360,4000007538462901,5648,29509,0
2024-11-06 18:20:00,4000005140376980,4000003216879508,10010,64447,0
2024-11-06 18:20:00,4000007235948608,4000000968534711,15267,21584,0
2024-11-06 18:20:00,4000002701593640,4000002083671543,11537,45300,0
2024-11-06 18:20:00,4000005462981037,4000008360429158,14117,46812,0
2024-11-06 18:20:00,4000009815407633,4000002830764591,9637,62851,0
2024-11-06 18:20:00,4000006145780937,4000001895730422,7073,71846,0
2024-11-06 18:20:00,4000007540192835,4000005712643908,2165,10965,0
2024-11-06 18:20:00,4000001970485264,4000005628047194,8144,61461,0
2024-11-06 18:20:00,4000003461598274,4000008596147202,18568,22030,0
2024-11-06 18:20:00,4000000458392679,4000001256943085,4416,83956,0
2024-11-06 18:20:00,4000000593672183,4000002890365412,74831,77522,1
2024-11-06 18:20:00,4000006825094716,4000003519260471,15859,61724,0
2024-11-06 18:20:00,4000006983702456,4000009761534281,18769,27792,0
2024-11-06 18:20:00,4000008237951467,4000006239051484,3266,77829,0
2024-11-06 18:20:00,4000008065719341,4000000423856196,16785,203457,0
2024-11-06 18:20:00,4000009805643726,4000003586294106,6726,82311,0
2024-11-06 18:20:00,4000007123894658,4000006248531096,2395,13215,0
2024-11-06 18:20:00,4000004589260730,4000000285176345,4794,158803,0
2024-11-06 18:20:00,4000001863072542,4000004613805724,7016,45023,0
2024-11-06 18:20:00,4000007964105289,4000006245371801,12749,98047,0
2024-11-06 18:20:00,4000006973205486,4000005369201877,1304,53642,0
2024-11-06 18:20:00,4000004512089636,4000003571204862,18840,21613,0
2024-11-06 18:20:00,4000001476302856,4000002701563890,16371,16881,0
2024-11-06 18:20:00,4000004608319525,4000002495617084,13898,15122,0
2024-11-06 18:20:00,4000009610384573,4000003469710855,8353,56848,0
2024-11-06 18:20:00,4000000193827567,4000009802435712,3657,84841,0
2024-11-06 18:20:00,4000005837014969,4000000514726894,16591,23390,0
2024-11-06 18:20:00,4000005690231742,4000003684721596,5871,46467,0
2024-11-06 18:20:00,4000001246903751,4000001076845320,1142,48665,0
2024-11-06 18:20:00,4000004391728502,4000007901834264,1572,16731,0
2024-11-06 18:20:00,4000009386714201,4000000497582637,11411,65108,0
2024-11-06 18:20:00,4000005798623048,4000000359721489,6959,23892,0
2024-11-06 18:20:00,4000004059237614,4000001705493823,3045,69457,0
2024-11-06 18:20:00,4000006317590288,4000009754823600,8659,102763,0
2024-11-06 18:20:00,4000000768942510,4000005801236945,13042,40479,0
2024-11-06 18:20:00,4000000152473866,4000000169453273,19080,19979,0
2024-11-06 18:20:00,4000000789312651,4000006854907317,5073,118188,0
2024-11-06 18:20:00,4000006175438026,4000005194670239,13593,59543,0
2024-11-06 18:20:00,4000005048739628,4000003014675983,1123,57176,0
2024-11-06 18:20:00,4000006107938259,4000009740651289,4279,93192,0
2024-11-06 18:20:01,4000005207439689,4000000367489517,10140,38328,0
2024-11-06 18:20:01,4000005460127393,4000007804513262,13156,69530,0
2024-11-06 18:20:01,4000001375462082,4000002035489671,14285,85414,0
2024-11-06 18:20:01,4000008562034970,4000006974820515,11001,72640,0
2024-11-06 18:20:01,4000004715603829,4000002613940871,11178,70724,0
2024-11-06 18:20:01,4000002056894171,4000003180279644,19450,65911,0
2024-11-06 18:20:01,4000007465302187,4000002874035619,14686,46788,0
2024-11-06 18:20:01,4000009653804727,4000001942830571,1530,71706,0
2024-11-06 18:20:01,4000009013245686,4000003596170288,7910,41382,0
2024-11-06 18:20:01,4000004718950326,4000001236958476,10510,27559,0
2024-11-06 18:20:01,4000009718506432,4000000317456822,17308,34919,0
2024-11-06 18:20:01,4000009601745832,4000002059713642,7345,19127,0
2024-11-06 18:20:01,4000008964107325,4000001935267849,7613,100014,0
2024-11-06 18:20:01,4000001860724350,4000001409738564,6033,58768,0
2024-11-06 18:20:01,4000006048217953,4000004283561979,6239,31738,0
2024-11-06 18:20:01,4000000749863256,4000008745391024,921,17693,0
2024-11-06 18:20:01,4000005374086198,4000002064183575,1299,50187,0
2024-11-06 18:20:01,4000003624751083,4000003416078927,9945,66068,0
2024-11-06 18:20:01,4000000185392646,4000001906487236,17347,65223,0
2024-11-06 18:20:01,4000001932854078,4000000583916723,14601,102701,0
2024-11-06 18:20:01,4000006195482707,4000009853264177,2180,10367,0
2024-11-06 18:20:01,4000000824736914,4000004836975213,17618,34188,0
2024-11-06 18:20:01,4000009160347822,4000008296347516,11937,12219,0
2024-11-06 18:20:01,4000000517468239,4000004275681090,15738,129638,0
2024-11-06 18:20:01,4000001049587231,4000005039167284,7885,113098,0
2024-11-06 18:20:01,4000007409538219,4000006507139482,6255,61150,0
2024-11-06 18:20:01,4000008649253718,4000003401579822,17962,59515,0
2024-11-06 18:20:01,4000007120496358,4000006815374292,2618,81675,0
2024-11-06 18:20:01,4000006432015799,4000007068925434,15023,48908,0
2024-11-06 18:20:01,4000008213650794,4000005146932786,7054,130846,0
2024-11-06 18:20:01,4000001293476057,4000001294876503,3647,124242,0
2024-11-06 18:20:01,4000001352846794,4000004607538125,1933,14881,0
2024-11-06 18:20:01,4000006401538276,4000001409827359,16862,73532,0
2024-11-06 18:20:01,4000006248791500,4000009684075123,798,29161,0
2024-11-06 18:20:01,4000008270431567,4000002036197547,8508,51147,0
2024-11-06 18:20:01,4000004230198560,4000006140827394,8560,98110,0
2024-11-06 18:20:01,4000004230769188,4000005012763943,5576,8554,0
2024-11-06 18:20:01,4000005186907326,4000008037296451,10268,35794,0
2024-11-06 18:20:01,4000006734150898,4000000452693189,19363,76813,0
2024-11-06 18:20:01,4000009607325142,4000005491267382,2363,25905,0
2024-11-06 18:20:01,4000006982374109,4000009780653419,6526,99260,0
2024-11-06 18:20:01,4000005793801466,4000001046897351,2976,70668,0
2024-11-06 18:20:01,4000005643097125,4000009074621387,3255,103331,0
2024-11-06 18:20:01,4000003945871263,4000008621074934,11222,88020,0
2024-11-06 18:20:01,4000002603581974,4000005978234616,8443,45694,0
2024-11-06 18:20:01,4000001490652732,4000000718359468,6977,58785,0
2024-11-06 18:20:01,4000003128946072,4000008372950464,7236,50385,0
2024-11-06 18:20:01,4000008570294368,4000003682517095,11007,44639,0
2024-11-06 18:20:01,4000003156702983,4000006432957818,7210,38177,0
2024-11-06 18:20:01,4000004617082353,4000001874502396,17883,66856,0
2024-11-06 18:20:01,4000006457031820,4000006087592431,5601,7894,0
2024-11-06 18:20:01,4000008320475697,4000000263184758,13059,132182,0
2024-11-06 18:20:01,4000005498310672,4000001360794523,2825,30601,0
2024-11-06 18:20:01,4000002051389649,4000003196752048,7117,85980,0
2024-11-06 18:20:01,4000008230641974,4000004865927309,3709,46311,0
2024-11-06 18:20:01,4000001498352079,4000006801429357,3984,98844,0
2024-11-06 18:20:01,4000008923716059,4000008296150340,14672,143946,0
2024-11-06 18:20:01,4000000276138593,4000002043715968,2660,67076,0
2024-11-06 18:20:01,4000003748520695,4000003759608215,11875,39549,0
2024-11-06 18:20:01,4000003065841799,4000000531976282,7140,38065,0
2024-11-06 18:20:01,4000008674509125,4000005981360747,8942,96914,0
2024-11-06 18:20:01,4000009460537122,4000008790253160,9071,29383,0
2024-11-06 18:20:01,4000009547026131,4000006845217909,12908,96954,0
2024-11-06 18:20:01,4000001347298606,4000003012697849,13075,119190,0
2024-11-06 18:20:01,4000003092541768,4000009378104569,14801,107819,0
2024-11-06 18:20:01,4000003528467109,4000006401298574,3685,13640,0
2024-11-06 18:20:01,4000004815927037,4000008659347129,11987,111624,0
2024-11-06 18:20:01,4000002401678956,4000002807496136,1370,10794,0
2024-11-06 18:20:02,4000000793258163,4000009783041562,10421,116569,0
2024-11-06 18:20:02,4000008392157603,4000004721095838,167,75917,0
2024-11-06 18:20:02,4000004970631523,4000009157082432,5747,23186,0
2024-11-06 18:20:02,4000005861093749,4000009048152360,13836,25266,0
2024-11-06 18:20:02,4000002943750818,4000004658702133,9051,85775,0
2024-11-06 18:20:02,4000000261935789,4000000451328761,7484,24810,0
2024-11-06 18:20:02,4000006831749253,4000007160894322,3457,34624,0
2024-11-06 18:20:02,4000002943178507,4000005687934126,12771,43146,0
2024-11-06 18:20:02,4000000294768314,4000003694128758,14816,25769,0
2024-11-06 18:20:02,4000007568413204,4000007351649022,12716,55733,0
2024-11-06 18:20:02,4000007153908642,4000004702698154,17299,50147,0
2024-11-06 18:20:02,4000005167390823,4000004087653212,10392,96791,0
2024-11-06 18:20:02,4000006340581726,4000000298356710,15955,31647,0
2024-11-06 18:20:02,4000001475826038,4000008316092456,8999,45218,0
2024-11-06 18:20:02,4000007084965315,4000009825064135,8853,48574,0
2024-11-06 18:20:02,4000003028715692,4000004596873012,7005,22114,0
2024-11-06 18:20:02,4000006705983145,4000003912648751,14538,72816,0
2024-11-06 18:20:02,4000003847106529,4000009172850649,5587,22265,0
2024-11-06 18:20:02,4000001352496806,4000009653804727,6063,164892,0
2024-11-06 18:20:02,4000000615973247,4000007264890135,18071,95831,0
2024-11-06 18:20:02,4000004853076192,4000006094321758,7549,33477,0
2024-11-06 18:20:02,4000002360749186,4000005604239872,17286,101928,0
2024-11-06 18:20:02,4000004518703628,4000001360982540,4000,30231,0
2024-11-06 18:20:02,4000008596014329,4000008420756392,11342,46601,0
2024-11-06 18:20:02,4000001428735062,4000002843976109,19090,32512,0
2024-11-06 18:20:02,4000008371240651,4000000875369425,1716,67919,0
2024-11-06 18:20:02,4000000295836748,4000000429578364,19315,66664,0
2024-11-06 18:20:02,4000009516307827,4000004318205964,3102,51471,0
2024-11-06 18:20:02,4000003652091741,4000005743192081,15784,78103,0
2024-11-06 18:20:02,4000006021837496,4000007126489530,14502,43185,0
2024-11-06 18:20:02,4000009481603523,4000000561349871,14932,67057,0
2024-11-06 18:20:02,4000005906748216,4000002594817031,10840,65829,0
2024-11-06 18:20:02,4000004013875921,4000002134607983,14025,59795,0
2024-11-06 18:20:02,4000001695237487,4000009251847300,16836,80734,0
2024-11-06 18:20:02,4000002186053490,4000003916725803,14358,21198,0
2024-11-06 18:20:02,4000003740682956,4000006413290858,1965,143510,0
2024-11-06 18:20:02,4000003089547612,4000008476513903,10389,81740,0
2024-11-06 18:20:02,4000009734286506,4000003647029186,1209,82667,0
2024-11-06 18:20:02,4000007562401833,4000007863120942,5882,25175,0
2024-11-06 18:20:02,4000000653142788,4000007489365103,15670,36096,0
2024-11-06 18:20:02,4000002574369011,4000001426870531,1244,153736,0
2024-11-06 18:20:02,4000000374125963,4000002074365196,16132,36762,0
2024-11-06 18:20:02,4000002759410366,4000009104278638,8580,13019,0
2024-11-06 18:20:02,4000000379182654,4000001743569287,10239,91241,0
2024-11-06 18:20:02,4000004091537864,4000000431869272,19315,20128,0
2024-11-06 18:20:02,4000006842590373,4000006587092130,2289,60307,0
2024-11-06 18:20:02,4000008963072413,4000001465907236,526,57000,0
2024-11-06 18:20:02,4000002476953086,4000004687912505,13493,14021,0
2024-11-06 18:20:02,4000007316429858,4000005032941685,2258,69559,0
2024-11-06 18:20:02,4000006790483258,4000002986407136,1516,2104,0
2024-11-06 18:20:02,4000006435209787,4000006214893074,11241,30523,0
2024-11-06 18:20:02,4000006138794523,4000008490127565,11484,16993,0
2024-11-06 18:20:02,4000000613745985,4000000148352760,8725,57617,0
2024-11-06 18:20:02,4000000285691731,4000008730265415,9955,48864,0
2024-11-06 18:20:02,4000002187054935,4000000738952466,11942,50679,0
2024-11-06 18:20:02,4000002805164371,4000007952436811,6276,32113,0
2024-11-06 18:20:02,4000007169403828,4000006059184233,46,17012,0
2024-11-06 18:20:02,4000005263948706,4000006520871434,10327,32527,0
2024-11-06 18:20:02,4000007856049132,4000008649207532,17349,70839,0
2024-11-06 18:20:02,4000000416789354,4000002704518636,2973,63970,0
2024-11-06 18:20:02,4000003716892506,4000005264798308,23481,36904,1
2024-11-06 18:20:02,4000008140327961,4000002398514701,13742,38882,0
2024-11-06 18:20:02,4000000724386158,4000003261045971,4216,213568,0
2024-11-06 18:20:02,4000004317065286,4000006370891243,2129,74423,0
2024-11-06 18:20:02,4000005394216700,4000005209614875,18275,84892,0
2024-11-06 18:20:02,4000003081627958,4000002097564189,9024,66717,0
